Abd,sample,Species,Community,Curve,Tax_dis,Depth
0.015,B.2.R.180,Bordetella flabilis,B,2,R,180
0.012,B.2.R.180,Halomicrobium mukohataei,B,2,R,180
0.01,B.2.R.180,Citrobacter amalonaticus,B,2,R,180
16.187,B.2.R.30,Bifidobacterium breve,B,2,R,30
13.815,B.2.R.30,Gardnerella vaginalis,B,2,R,30
11.54,B.2.R.30,Halorhabdus utahensis,B,2,R,30
9.639,B.2.R.30,Staphylothermus hellenicus,B,2,R,30
8.051,B.2.R.30,Altererythrobacter atlanticus,B,2,R,30
6.725,B.2.R.30,Komagataella phaffii,B,2,R,30
6.725,B.2.R.30,Komagataella phaffii,B,2,R,30
6.725,B.2.R.30,Komagataella phaffii,B,2,R,30
6.725,B.2.R.30,Komagataella phaffii,B,2,R,30
5.617,B.2.R.30,Wolinella succinogenes,B,2,R,30
4.692,B.2.R.30,Haloarcula marismortui,B,2,R,30
4.692,B.2.R.30,Haloarcula marismortui,B,2,R,30
3.919,B.2.R.30,Lawsonella clevelandensis,B,2,R,30
3.273,B.2.R.30,Desulfurococcus kamchatkensis,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.734,B.2.R.30,Encephalitozoon romaleae,B,2,R,30
2.284,B.2.R.30,Citrobacter amalonaticus,B,2,R,30
1.907,B.2.R.30,Pseudarthrobacter phenanthrenivorans,B,2,R,30
1.593,B.2.R.30,Planktomarina temperata,B,2,R,30
1.331,B.2.R.30,Kosakonia oryzae,B,2,R,30
1.112,B.2.R.30,Paracoccus denitrificans,B,2,R,30
1.112,B.2.R.30,Paracoccus denitrificans,B,2,R,30
0.928,B.2.R.30,Desulfurococcus mucosus,B,2,R,30
0.776,B.2.R.30,Bacillus paralicheniformis,B,2,R,30
0.648,B.2.R.30,Citrobacter farmeri,B,2,R,30
0.541,B.2.R.30,Aeribacillus pallidus,B,2,R,30
0.452,B.2.R.30,Octadecabacter antarcticus,B,2,R,30
0.377,B.2.R.30,Bacillus amyloliquefaciens,B,2,R,30
0.315,B.2.R.30,Halomicrobium mukohataei,B,2,R,30
0.263,B.2.R.30,Brucella ovis,B,2,R,30
0.263,B.2.R.30,Brucella ovis,B,2,R,30
0.22,B.2.R.30,Vibrio fluvialis,B,2,R,30
0.22,B.2.R.30,Vibrio fluvialis,B,2,R,30
0.184,B.2.R.30,Corynebacterium mustelae,B,2,R,30
0.153,B.2.R.30,Bordetella petrii,B,2,R,30
0.128,B.2.R.30,Erythrobacter gangjinensis,B,2,R,30
0.128,B.2.R.30,Erythrobacter gangjinensis,B,2,R,30
0.107,B.2.R.30,Bordetella flabilis,B,2,R,30
0.089,B.2.R.30,Erythrobacter flavus,B,2,R,30
0.075,B.2.R.30,Bifidobacterium kashiwanohense,B,2,R,30
0.062,B.2.R.30,Octadecabacter temperatus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.052,B.2.R.30,Agaricus bisporus,B,2,R,30
0.044,B.2.R.30,Riemerella anatipestifer,B,2,R,30
0.036,B.2.R.30,Helicobacter cinaedi,B,2,R,30
0.03,B.2.R.30,Chryseobacterium gallinarum,B,2,R,30
0.025,B.2.R.30,Sinomonas atrocyanea,B,2,R,30
0.021,B.2.R.30,Pseudarthrobacter sulfonivorans,B,2,R,30
0.021,B.2.R.30,Pseudarthrobacter sulfonivorans,B,2,R,30
0.018,B.2.R.30,Chryseobacterium indologenes,B,2,R,30
0.015,B.2.R.30,Helicobacter bilis,B,2,R,30
0.012,B.2.R.30,Achromobacter insolitus,B,2,R,30
0.01,B.2.R.30,Corynebacterium vitaeruminis,B,2,R,30
16.187,B.2.R.60,Lawsonella clevelandensis,B,2,R,60
13.815,B.2.R.60,Brucella ovis,B,2,R,60
13.815,B.2.R.60,Brucella ovis,B,2,R,60
11.54,B.2.R.60,Halomicrobium mukohataei,B,2,R,60
9.639,B.2.R.60,Helicobacter cinaedi,B,2,R,60
8.051,B.2.R.60,Octadecabacter antarcticus,B,2,R,60
6.725,B.2.R.60,Planktomarina temperata,B,2,R,60
5.617,B.2.R.60,Corynebacterium vitaeruminis,B,2,R,60
4.692,B.2.R.60,Chryseobacterium gallinarum,B,2,R,60
3.919,B.2.R.60,Citrobacter amalonaticus,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
3.273,B.2.R.60,Encephalitozoon romaleae,B,2,R,60
2.734,B.2.R.60,Corynebacterium mustelae,B,2,R,60
2.284,B.2.R.60,Riemerella anatipestifer,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.907,B.2.R.60,Agaricus bisporus,B,2,R,60
1.593,B.2.R.60,Achromobacter insolitus,B,2,R,60
1.331,B.2.R.60,Helicobacter bilis,B,2,R,60
1.112,B.2.R.60,Sinomonas atrocyanea,B,2,R,60
0.928,B.2.R.60,Paracoccus denitrificans,B,2,R,60
0.928,B.2.R.60,Paracoccus denitrificans,B,2,R,60
0.776,B.2.R.60,Bordetella petrii,B,2,R,60
0.648,B.2.R.60,Gardnerella vaginalis,B,2,R,60
0.541,B.2.R.60,Pseudarthrobacter sulfonivorans,B,2,R,60
0.541,B.2.R.60,Pseudarthrobacter sulfonivorans,B,2,R,60
0.452,B.2.R.60,Vibrio fluvialis,B,2,R,60
0.452,B.2.R.60,Vibrio fluvialis,B,2,R,60
0.377,B.2.R.60,Haloarcula marismortui,B,2,R,60
0.377,B.2.R.60,Haloarcula marismortui,B,2,R,60
0.315,B.2.R.60,Komagataella phaffii,B,2,R,60
0.315,B.2.R.60,Komagataella phaffii,B,2,R,60
0.315,B.2.R.60,Komagataella phaffii,B,2,R,60
0.315,B.2.R.60,Komagataella phaffii,B,2,R,60
0.263,B.2.R.60,Halorhabdus utahensis,B,2,R,60
0.22,B.2.R.60,Chryseobacterium indologenes,B,2,R,60
0.184,B.2.R.60,Octadecabacter temperatus,B,2,R,60
0.153,B.2.R.60,Bacillus paralicheniformis,B,2,R,60
0.128,B.2.R.60,Bacillus amyloliquefaciens,B,2,R,60
0.107,B.2.R.60,Desulfurococcus mucosus,B,2,R,60
0.089,B.2.R.60,Pseudarthrobacter phenanthrenivorans,B,2,R,60
0.075,B.2.R.60,Bordetella flabilis,B,2,R,60
0.062,B.2.R.60,Kosakonia oryzae,B,2,R,60
0.052,B.2.R.60,Staphylothermus hellenicus,B,2,R,60
0.044,B.2.R.60,Erythrobacter flavus,B,2,R,60
0.036,B.2.R.60,Wolinella succinogenes,B,2,R,60
0.03,B.2.R.60,Desulfurococcus kamchatkensis,B,2,R,60
0.025,B.2.R.60,Citrobacter farmeri,B,2,R,60
0.021,B.2.R.60,Bifidobacterium kashiwanohense,B,2,R,60
0.018,B.2.R.60,Aeribacillus pallidus,B,2,R,60
0.015,B.2.R.60,Erythrobacter gangjinensis,B,2,R,60
0.015,B.2.R.60,Erythrobacter gangjinensis,B,2,R,60
0.012,B.2.R.60,Bifidobacterium breve,B,2,R,60
0.01,B.2.R.60,Altererythrobacter atlanticus,B,2,R,60
16.187,B.2.V.60,Corynebacterium vitaeruminis,B,2,V,60
13.815,B.2.V.60,Corynebacterium mustelae,B,2,V,60
11.54,B.2.V.60,Desulfurococcus kamchatkensis,B,2,V,60
9.639,B.2.V.60,Desulfurococcus mucosus,B,2,V,60
8.051,B.2.V.60,Lawsonella clevelandensis,B,2,V,60
6.725,B.2.V.60,Staphylothermus hellenicus,B,2,V,60
5.617,B.2.V.60,Vibrio fluvialis,B,2,V,60
5.617,B.2.V.60,Vibrio fluvialis,B,2,V,60
4.692,B.2.V.60,Brucella ovis,B,2,V,60
4.692,B.2.V.60,Brucella ovis,B,2,V,60
3.919,B.2.V.60,Octadecabacter antarcticus,B,2,V,60
3.273,B.2.V.60,Octadecabacter temperatus,B,2,V,60
2.734,B.2.V.60,Paracoccus denitrificans,B,2,V,60
2.734,B.2.V.60,Paracoccus denitrificans,B,2,V,60
2.284,B.2.V.60,Planktomarina temperata,B,2,V,60
1.907,B.2.V.60,Chryseobacterium indologenes,B,2,V,60
1.593,B.2.V.60,Chryseobacterium gallinarum,B,2,V,60
1.331,B.2.V.60,Pseudarthrobacter sulfonivorans,B,2,V,60
1.331,B.2.V.60,Pseudarthrobacter sulfonivorans,B,2,V,60
1.112,B.2.V.60,Pseudarthrobacter phenanthrenivorans,B,2,V,60
0.928,B.2.V.60,Riemerella anatipestifer,B,2,V,60
0.776,B.2.V.60,Sinomonas atrocyanea,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.648,B.2.V.60,Agaricus bisporus,B,2,V,60
0.541,B.2.V.60,Komagataella phaffii,B,2,V,60
0.541,B.2.V.60,Komagataella phaffii,B,2,V,60
0.541,B.2.V.60,Komagataella phaffii,B,2,V,60
0.541,B.2.V.60,Komagataella phaffii,B,2,V,60
0.452,B.2.V.60,Bordetella petrii,B,2,V,60
0.377,B.2.V.60,Bordetella flabilis,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.315,B.2.V.60,Encephalitozoon romaleae,B,2,V,60
0.263,B.2.V.60,Achromobacter insolitus,B,2,V,60
0.22,B.2.V.60,Helicobacter cinaedi,B,2,V,60
0.184,B.2.V.60,Helicobacter bilis,B,2,V,60
0.153,B.2.V.60,Citrobacter amalonaticus,B,2,V,60
0.128,B.2.V.60,Citrobacter farmeri,B,2,V,60
0.107,B.2.V.60,Wolinella succinogenes,B,2,V,60
0.089,B.2.V.60,Kosakonia oryzae,B,2,V,60
0.075,B.2.V.60,Bifidobacterium breve,B,2,V,60
0.062,B.2.V.60,Bifidobacterium kashiwanohense,B,2,V,60
0.052,B.2.V.60,Bacillus amyloliquefaciens,B,2,V,60
0.044,B.2.V.60,Bacillus paralicheniformis,B,2,V,60
0.036,B.2.V.60,Gardnerella vaginalis,B,2,V,60
0.03,B.2.V.60,Aeribacillus pallidus,B,2,V,60
0.025,B.2.V.60,Halorhabdus utahensis,B,2,V,60
0.021,B.2.V.60,Halomicrobium mukohataei,B,2,V,60
0.018,B.2.V.60,Erythrobacter flavus,B,2,V,60
0.015,B.2.V.60,Erythrobacter gangjinensis,B,2,V,60
0.015,B.2.V.60,Erythrobacter gangjinensis,B,2,V,60
0.012,B.2.V.60,Haloarcula marismortui,B,2,V,60
0.012,B.2.V.60,Haloarcula marismortui,B,2,V,60
0.01,B.2.V.60,Altererythrobacter atlanticus,B,2,V,60
4.249,B.3.C.60,Corynebacterium vitaeruminis,B,3,C,60
3.812,B.3.C.60,Lawsonella clevelandensis,B,3,C,60
3.78,B.3.C.60,Desulfurococcus kamchatkensis,B,3,C,60
3.745,B.3.C.60,Staphylothermus hellenicus,B,3,C,60
3.706,B.3.C.60,Corynebacterium mustelae,B,3,C,60
3.664,B.3.C.60,Desulfurococcus mucosus,B,3,C,60
3.619,B.3.C.60,Vibrio fluvialis,B,3,C,60
3.619,B.3.C.60,Vibrio fluvialis,B,3,C,60
3.571,B.3.C.60,Paracoccus denitrificans,B,3,C,60
3.571,B.3.C.60,Paracoccus denitrificans,B,3,C,60
3.52,B.3.C.60,Octadecabacter antarcticus,B,3,C,60
3.466,B.3.C.60,Planktomarina temperata,B,3,C,60
3.409,B.3.C.60,Brucella ovis,B,3,C,60
3.409,B.3.C.60,Brucella ovis,B,3,C,60
3.348,B.3.C.60,Octadecabacter temperatus,B,3,C,60
3.284,B.3.C.60,Chryseobacterium indologenes,B,3,C,60
3.217,B.3.C.60,Riemerella anatipestifer,B,3,C,60
3.147,B.3.C.60,Pseudarthrobacter sulfonivorans,B,3,C,60
3.147,B.3.C.60,Pseudarthrobacter sulfonivorans,B,3,C,60
3.073,B.3.C.60,Sinomonas atrocyanea,B,3,C,60
2.997,B.3.C.60,Chryseobacterium gallinarum,B,3,C,60
2.917,B.3.C.60,Pseudarthrobacter phenanthrenivorans,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.834,B.3.C.60,Agaricus bisporus,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.747,B.3.C.60,Encephalitozoon romaleae,B,3,C,60
2.657,B.3.C.60,Bordetella petrii,B,3,C,60
2.564,B.3.C.60,Achromobacter insolitus,B,3,C,60
2.468,B.3.C.60,Komagataella phaffii,B,3,C,60
2.468,B.3.C.60,Komagataella phaffii,B,3,C,60
2.468,B.3.C.60,Komagataella phaffii,B,3,C,60
2.468,B.3.C.60,Komagataella phaffii,B,3,C,60
2.369,B.3.C.60,Bordetella flabilis,B,3,C,60
2.266,B.3.C.60,Helicobacter cinaedi,B,3,C,60
2.16,B.3.C.60,Wolinella succinogenes,B,3,C,60
2.05,B.3.C.60,Citrobacter amalonaticus,B,3,C,60
1.938,B.3.C.60,Kosakonia oryzae,B,3,C,60
1.822,B.3.C.60,Helicobacter bilis,B,3,C,60
1.702,B.3.C.60,Citrobacter farmeri,B,3,C,60
1.58,B.3.C.60,Bifidobacterium breve,B,3,C,60
1.454,B.3.C.60,Gardnerella vaginalis,B,3,C,60
1.324,B.3.C.60,Bacillus amyloliquefaciens,B,3,C,60
1.191,B.3.C.60,Aeribacillus pallidus,B,3,C,60
1.055,B.3.C.60,Bifidobacterium kashiwanohense,B,3,C,60
0.916,B.3.C.60,Bacillus paralicheniformis,B,3,C,60
0.773,B.3.C.60,Halorhabdus utahensis,B,3,C,60
0.627,B.3.C.60,Haloarcula marismortui,B,3,C,60
0.627,B.3.C.60,Haloarcula marismortui,B,3,C,60
0.477,B.3.C.60,Erythrobacter flavus,B,3,C,60
0.325,B.3.C.60,Altererythrobacter atlanticus,B,3,C,60
0.168,B.3.C.60,Halomicrobium mukohataei,B,3,C,60
0.009,B.3.C.60,Erythrobacter gangjinensis,B,3,C,60
0.009,B.3.C.60,Erythrobacter gangjinensis,B,3,C,60
4.249,B.3.N.60,Corynebacterium mustelae,B,3,N,60
3.812,B.3.N.60,Desulfurococcus mucosus,B,3,N,60
3.78,B.3.N.60,Staphylothermus hellenicus,B,3,N,60
3.745,B.3.N.60,Brucella ovis,B,3,N,60
3.745,B.3.N.60,Brucella ovis,B,3,N,60
3.706,B.3.N.60,Paracoccus denitrificans,B,3,N,60
3.706,B.3.N.60,Paracoccus denitrificans,B,3,N,60
3.664,B.3.N.60,Octadecabacter antarcticus,B,3,N,60
3.619,B.3.N.60,Octadecabacter temperatus,B,3,N,60
3.571,B.3.N.60,Planktomarina temperata,B,3,N,60
3.52,B.3.N.60,Chryseobacterium indologenes,B,3,N,60
3.466,B.3.N.60,Chryseobacterium gallinarum,B,3,N,60
3.409,B.3.N.60,Pseudarthrobacter phenanthrenivorans,B,3,N,60
3.348,B.3.N.60,Sinomonas atrocyanea,B,3,N,60
3.284,B.3.N.60,Komagataella phaffii,B,3,N,60
3.284,B.3.N.60,Komagataella phaffii,B,3,N,60
3.284,B.3.N.60,Komagataella phaffii,B,3,N,60
3.284,B.3.N.60,Komagataella phaffii,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.217,B.3.N.60,Encephalitozoon romaleae,B,3,N,60
3.147,B.3.N.60,Bordetella petrii,B,3,N,60
3.073,B.3.N.60,Bordetella flabilis,B,3,N,60
2.997,B.3.N.60,Achromobacter insolitus,B,3,N,60
2.917,B.3.N.60,Helicobacter cinaedi,B,3,N,60
2.834,B.3.N.60,Helicobacter bilis,B,3,N,60
2.747,B.3.N.60,Wolinella succinogenes,B,3,N,60
2.657,B.3.N.60,Bifidobacterium kashiwanohense,B,3,N,60
2.564,B.3.N.60,Gardnerella vaginalis,B,3,N,60
2.468,B.3.N.60,Bacillus amyloliquefaciens,B,3,N,60
2.369,B.3.N.60,Aeribacillus pallidus,B,3,N,60
2.266,B.3.N.60,Halomicrobium mukohataei,B,3,N,60
2.16,B.3.N.60,Haloarcula marismortui,B,3,N,60
2.16,B.3.N.60,Haloarcula marismortui,B,3,N,60
2.05,B.3.N.60,Erythrobacter gangjinensis,B,3,N,60
2.05,B.3.N.60,Erythrobacter gangjinensis,B,3,N,60
1.938,B.3.N.60,Altererythrobacter atlanticus,B,3,N,60
4.249,B.3.R.10,Altererythrobacter atlanticus,B,3,R,10
3.812,B.3.R.10,Bordetella flabilis,B,3,R,10
3.78,B.3.R.10,Corynebacterium vitaeruminis,B,3,R,10
3.745,B.3.R.10,Octadecabacter antarcticus,B,3,R,10
3.706,B.3.R.10,Citrobacter amalonaticus,B,3,R,10
3.664,B.3.R.10,Aeribacillus pallidus,B,3,R,10
3.619,B.3.R.10,Helicobacter bilis,B,3,R,10
3.571,B.3.R.10,Staphylothermus hellenicus,B,3,R,10
3.52,B.3.R.10,Riemerella anatipestifer,B,3,R,10
3.466,B.3.R.10,Citrobacter farmeri,B,3,R,10
3.409,B.3.R.10,Erythrobacter gangjinensis,B,3,R,10
3.409,B.3.R.10,Erythrobacter gangjinensis,B,3,R,10
3.348,B.3.R.10,Bacillus paralicheniformis,B,3,R,10
3.284,B.3.R.10,Halorhabdus utahensis,B,3,R,10
3.217,B.3.R.10,Planktomarina temperata,B,3,R,10
3.147,B.3.R.10,Vibrio fluvialis,B,3,R,10
3.147,B.3.R.10,Vibrio fluvialis,B,3,R,10
3.073,B.3.R.10,Pseudarthrobacter phenanthrenivorans,B,3,R,10
2.997,B.3.R.10,Haloarcula marismortui,B,3,R,10
2.997,B.3.R.10,Haloarcula marismortui,B,3,R,10
2.917,B.3.R.10,Erythrobacter flavus,B,3,R,10
2.834,B.3.R.10,Gardnerella vaginalis,B,3,R,10
2.747,B.3.R.10,Desulfurococcus kamchatkensis,B,3,R,10
2.657,B.3.R.10,Bifidobacterium kashiwanohense,B,3,R,10
2.564,B.3.R.10,Chryseobacterium indologenes,B,3,R,10
2.468,B.3.R.10,Komagataella phaffii,B,3,R,10
2.468,B.3.R.10,Komagataella phaffii,B,3,R,10
2.468,B.3.R.10,Komagataella phaffii,B,3,R,10
2.468,B.3.R.10,Komagataella phaffii,B,3,R,10
2.369,B.3.R.10,Wolinella succinogenes,B,3,R,10
2.266,B.3.R.10,Desulfurococcus mucosus,B,3,R,10
2.16,B.3.R.10,Kosakonia oryzae,B,3,R,10
2.05,B.3.R.10,Sinomonas atrocyanea,B,3,R,10
1.938,B.3.R.10,Chryseobacterium gallinarum,B,3,R,10
1.822,B.3.R.10,Bacillus amyloliquefaciens,B,3,R,10
1.702,B.3.R.10,Bifidobacterium breve,B,3,R,10
1.58,B.3.R.10,Paracoccus denitrificans,B,3,R,10
1.58,B.3.R.10,Paracoccus denitrificans,B,3,R,10
1.454,B.3.R.10,Bordetella petrii,B,3,R,10
1.324,B.3.R.10,Brucella ovis,B,3,R,10
1.324,B.3.R.10,Brucella ovis,B,3,R,10
1.191,B.3.R.10,Octadecabacter temperatus,B,3,R,10
1.055,B.3.R.10,Pseudarthrobacter sulfonivorans,B,3,R,10
1.055,B.3.R.10,Pseudarthrobacter sulfonivorans,B,3,R,10
0.916,B.3.R.10,Halomicrobium mukohataei,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.773,B.3.R.10,Agaricus bisporus,B,3,R,10
0.627,B.3.R.10,Corynebacterium mustelae,B,3,R,10
0.477,B.3.R.10,Lawsonella clevelandensis,B,3,R,10
0.325,B.3.R.10,Achromobacter insolitus,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.168,B.3.R.10,Encephalitozoon romaleae,B,3,R,10
0.009,B.3.R.10,Helicobacter cinaedi,B,3,R,10
4.249,B.3.R.120,Chryseobacterium indologenes,B,3,R,120
3.812,B.3.R.120,Bifidobacterium kashiwanohense,B,3,R,120
3.78,B.3.R.120,Corynebacterium vitaeruminis,B,3,R,120
3.745,B.3.R.120,Erythrobacter gangjinensis,B,3,R,120
3.745,B.3.R.120,Erythrobacter gangjinensis,B,3,R,120
3.706,B.3.R.120,Brucella ovis,B,3,R,120
3.706,B.3.R.120,Brucella ovis,B,3,R,120
3.664,B.3.R.120,Agaricus bisporus,B,3,R,120
3.664,B.3.R.120,Agaricus bisporus,B,3,R,120
3.664,B.3.R.120,Agaricus bisporus,B,3,R,120
