Bin Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
A.2.R.60-8K-bin.37	A	2	R	60	8K	k__Bacteria (UID2570)	98.61	0.04	50
A.2.R.60-8K-bin.38	A	2	R	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.2.R.60-8K-bin.39	A	2	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.60-8K-bin.4	A	2	R	60	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.60-8K-bin.40	A	2	R	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.2.R.60-8K-bin.41	A	2	R	60	8K	f__Bacillaceae (UID829)	97.81	1.09	50
A.2.R.60-8K-bin.42	A	2	R	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.2.R.60-8K-bin.43	A	2	R	60	8K	k__Bacteria (UID2570)	98.61	0.04	50
A.2.R.60-8K-bin.44	A	2	R	60	8K	o__Rhodospirillales (UID3754)	85.57	0	0
A.2.R.60-8K-bin.45	A	2	R	60	8K	o__Rhodospirillales (UID3754)	99.4	0	0
A.2.R.60-8K-bin.5	A	2	R	60	8K	f__Rhodobacteraceae (UID3340)	96.44	0	0
A.2.R.60-8K-bin.6	A	2	R	60	8K	f__Rhodobacteraceae (UID3361)	98.64	0.93	20
A.2.R.60-8K-bin.7	A	2	R	60	8K	f__Rhodobacteraceae (UID3340)	96.44	0	0
A.2.R.60-8K-bin.8	A	2	R	60	8K	o__Rhodospirillales (UID3754)	85.57	0	0
A.2.R.60-8K-bin.9	A	2	R	60	8K	f__Bacillaceae (UID829)	97.81	1.09	50
A.2.R.60-DT-bin.1	A	2	R	60	DT	f__Enterobacteriaceae (UID5054)	84.9	8.54	82.81
A.2.R.60-DT-bin.10	A	2	R	60	DT	p__Euryarchaeota (UID49)	86.91	9.97	5.56
A.2.R.60-DT-bin.11	A	2	R	60	DT	k__Bacteria (UID3060)	99.39	0	0
A.2.R.60-DT-bin.12	A	2	R	60	DT	f__Rhodobacteraceae (UID3356)	99.55	0.33	0
A.2.R.60-DT-bin.13	A	2	R	60	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.2.R.60-DT-bin.14	A	2	R	60	DT	f__Rhodobacteraceae (UID3361)	99.25	9.1	4.17
A.2.R.60-DT-bin.15	A	2	R	60	DT	k__Bacteria (UID2570)	95.6	1.92	0
A.2.R.60-DT-bin.16	A	2	R	60	DT	k__Bacteria (UID2570)	98.9	2.76	20
A.2.R.60-DT-bin.17	A	2	R	60	DT	k__Bacteria (UID2565)	100	0	0
A.2.R.60-DT-bin.18	A	2	R	60	DT	k__Bacteria (UID2570)	98.61	0.04	50
A.2.R.60-DT-bin.19	A	2	R	60	DT	o__Rhizobiales (UID3481)	93.52	2.23	6.25
A.2.R.60-DT-bin.2	A	2	R	60	DT	k__Archaea (UID2)	69.16	14.52	0
A.2.R.60-DT-bin.20	A	2	R	60	DT	o__Rhodospirillales (UID3754)	99.9	1	50
A.2.R.60-DT-bin.21	A	2	R	60	DT	o__Actinomycetales (UID1815)	98.2	0.38	0
A.2.R.60-DT-bin.22	A	2	R	60	DT	o__Flavobacteriales (UID2815)	99.51	1.47	0
A.2.R.60-DT-bin.23	A	2	R	60	DT	f__Rhizobiaceae (UID3563)	96.74	10.3	32.63
A.2.R.60-DT-bin.24	A	2	R	60	DT	o__Actinomycetales (UID1814)	98.31	1.69	33.33
A.2.R.60-DT-bin.25	A	2	R	60	DT	f__Halobacteriaceae (UID96)	99.54	0.05	0
A.2.R.60-DT-bin.26	A	2	R	60	DT	o__Rhodospirillales (UID3754)	97.47	2.9	0
A.2.R.60-DT-bin.27	A	2	R	60	DT	f__Halobacteriaceae (UID96)	83.05	1.15	18.18
A.2.R.60-DT-bin.3	A	2	R	60	DT	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.60-DT-bin.4	A	2	R	60	DT	o__Rhodospirillales (UID3754)	100	0	0
A.2.R.60-DT-bin.5	A	2	R	60	DT	f__Bacillaceae (UID829)	98.91	3.75	62.5
A.2.R.60-DT-bin.6	A	2	R	60	DT	o__Burkholderiales (UID4000)	98.13	0.16	0
A.2.R.60-DT-bin.7	A	2	R	60	DT	f__Rhodobacteraceae (UID3340)	99.39	0.04	100
A.2.R.60-DT-bin.8	A	2	R	60	DT	o__Actinomycetales (UID1814)	97.28	0.9	40
A.2.R.60-DT-bin.9	A	2	R	60	DT	p__Euryarchaeota (UID49)	100	2.61	0
A.2.R.60-MM-bin.1	A	2	R	60	MM	o__Flavobacteriales (UID2815)	99.51	0	0
A.2.R.60-MM-bin.10	A	2	R	60	MM	k__Bacteria (UID2570)	97.79	0.55	0
A.2.R.60-MM-bin.11	A	2	R	60	MM	o__Rhodospirillales (UID3754)	100	0	0
A.2.R.60-MM-bin.12	A	2	R	60	MM	f__Bacillaceae (UID829)	97.54	0.65	33.33
A.2.R.60-MM-bin.13	A	2	R	60	MM	o__Burkholderiales (UID4000)	100	0	0
A.2.R.60-MM-bin.14	A	2	R	60	MM	k__Bacteria (UID3060)	99.39	0	0
A.2.R.60-MM-bin.15	A	2	R	60	MM	c__Betaproteobacteria (UID3959)	99.51	0	0
A.2.R.60-MM-bin.16	A	2	R	60	MM	f__Rhizobiaceae (UID3563)	92.68	2.4	12.5
A.2.R.60-MM-bin.17	A	2	R	60	MM	o__Rhodospirillales (UID3754)	97.37	3.51	25
A.2.R.60-MM-bin.18	A	2	R	60	MM	k__Bacteria (UID2565)	100	0.18	100
A.2.R.60-MM-bin.19	A	2	R	60	MM	f__Rhodobacteraceae (UID3356)	99.55	0.33	0
A.2.R.60-MM-bin.2	A	2	R	60	MM	k__Bacteria (UID2570)	98.9	1.65	0
A.2.R.60-MM-bin.20	A	2	R	60	MM	o__Actinomycetales (UID1814)	97.04	0.92	42.86
A.2.R.60-MM-bin.3	A	2	R	60	MM	o__Actinomycetales (UID1814)	97.13	0.39	0
A.2.R.60-MM-bin.4	A	2	R	60	MM	o__Rhodospirillales (UID3754)	97.96	0.5	0
A.2.R.60-MM-bin.5	A	2	R	60	MM	f__Rhodobacteraceae (UID3340)	99.39	0	0
A.2.R.60-MM-bin.6	A	2	R	60	MM	o__Actinomycetales (UID1815)	97.45	0.38	0
A.2.R.60-MM-bin.7	A	2	R	60	MM	k__Bacteria (UID2570)	89.49	9.13	16.67
A.2.R.60-MM-bin.8	A	2	R	60	MM	o__Rhizobiales (UID3481)	78.04	9.13	13.86
A.2.R.60-MM-bin.9	A	2	R	60	MM	f__Rhodobacteraceae (UID3361)	91.65	8.07	25
A.2.V.60-8K-bin.1	A	2	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.2.V.60-8K-bin.10	A	2	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.2.V.60-8K-bin.11	A	2	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.2.V.60-8K-bin.12	A	2	V	60	8K	f__Rhodobacteraceae (UID3356)	89.37	2.22	25
A.2.V.60-8K-bin.13	A	2	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.V.60-8K-bin.14	A	2	V	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.2.V.60-8K-bin.15	A	2	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.V.60-8K-bin.16	A	2	V	60	8K	o__Rhizobiales (UID3481)	95.9	0.48	25
A.2.V.60-8K-bin.17	A	2	V	60	8K	o__Rhizobiales (UID3481)	93.79	0.69	20
A.2.V.60-8K-bin.18	A	2	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.V.60-8K-bin.19	A	2	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.V.60-8K-bin.2	A	2	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.V.60-8K-bin.20	A	2	V	60	8K	p__Euryarchaeota (UID49)	90.2	0	0
A.2.V.60-8K-bin.21	A	2	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.2.V.60-8K-bin.22	A	2	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.2.V.60-8K-bin.23	A	2	V	60	8K	f__Rhodobacteraceae (UID3356)	89.37	2.53	30.77
A.2.V.60-8K-bin.24	A	2	V	60	8K	f__Rhodobacteraceae (UID3356)	89.37	2.22	25
A.2.V.60-8K-bin.25	A	2	V	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.V.60-8K-bin.26	A	2	V	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.2.V.60-8K-bin.27	A	2	V	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.V.60-8K-bin.28	A	2	V	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.2.V.60-8K-bin.29	A	2	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.2.V.60-8K-bin.3	A	2	V	60	8K	k__Bacteria (UID3060)	98.58	0	0
A.2.V.60-8K-bin.30	A	2	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.V.60-8K-bin.31	A	2	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.V.60-8K-bin.32	A	2	V	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.2.V.60-8K-bin.33	A	2	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.V.60-8K-bin.34	A	2	V	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.2.V.60-8K-bin.35	A	2	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.V.60-8K-bin.4	A	2	V	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.2.V.60-8K-bin.5	A	2	V	60	8K	f__Rhodobacteraceae (UID3356)	89.37	2.83	20
A.2.V.60-8K-bin.6	A	2	V	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.V.60-8K-bin.7	A	2	V	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.2.V.60-8K-bin.8	A	2	V	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.2.V.60-8K-bin.9	A	2	V	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.2.V.60-DT-bin.1	A	2	V	60	DT	f__Rhodobacteraceae (UID3356)	93.39	3.16	22.22
A.2.V.60-DT-bin.10	A	2	V	60	DT	o__Rhizobiales (UID3481)	99.44	0.48	25
A.2.V.60-DT-bin.11	A	2	V	60	DT	p__Euryarchaeota (UID49)	99.35	0.65	0
A.2.V.60-DT-bin.12	A	2	V	60	DT	p__Euryarchaeota (UID49)	100	0.65	0
A.2.V.60-DT-bin.13	A	2	V	60	DT	k__Bacteria (UID3060)	99.39	3.66	0
A.2.V.60-DT-bin.14	A	2	V	60	DT	k__Bacteria (UID3060)	98.37	0	0
A.2.V.60-DT-bin.15	A	2	V	60	DT	k__Bacteria (UID3060)	98.78	1.73	0
A.2.V.60-DT-bin.16	A	2	V	60	DT	k__Bacteria (UID2570)	100	0	0
A.2.V.60-DT-bin.17	A	2	V	60	DT	k__Bacteria (UID2570)	98.91	0	0
A.2.V.60-DT-bin.2	A	2	V	60	DT	f__Rhodobacteraceae (UID3361)	77.3	2.85	14.29
A.2.V.60-DT-bin.3	A	2	V	60	DT	k__Bacteria (UID203)	82.79	19.98	37.29
A.2.V.60-DT-bin.4	A	2	V	60	DT	k__Bacteria (UID2570)	98.9	0.27	0
A.2.V.60-DT-bin.5	A	2	V	60	DT	k__Archaea (UID2)	68.23	14.52	0
A.2.V.60-DT-bin.6	A	2	V	60	DT	f__Bacillaceae (UID829)	98.85	0.03	0
A.2.V.60-DT-bin.7	A	2	V	60	DT	f__Rhodobacteraceae (UID3340)	97.67	0.91	0
A.2.V.60-DT-bin.8	A	2	V	60	DT	g__Vibrio (UID4878)	98.69	0.03	0
A.2.V.60-DT-bin.9	A	2	V	60	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.2.V.60-MM-bin.1	A	2	V	60	MM	f__Bacillaceae (UID829)	97.76	0.03	0
A.2.V.60-MM-bin.10	A	2	V	60	MM	k__Bacteria (UID2570)	98.9	0.27	0
A.2.V.60-MM-bin.11	A	2	V	60	MM	k__Bacteria (UID3060)	99.19	0	0
A.2.V.60-MM-bin.2	A	2	V	60	MM	k__Bacteria (UID3060)	99.39	0	0
A.2.V.60-MM-bin.3	A	2	V	60	MM	g__Vibrio (UID4878)	99.19	0.78	62.5
A.2.V.60-MM-bin.4	A	2	V	60	MM	f__Rhodobacteraceae (UID3356)	49.84	4.42	7.14
A.2.V.60-MM-bin.5	A	2	V	60	MM	k__Bacteria (UID2570)	100	0	0
A.2.V.60-MM-bin.6	A	2	V	60	MM	f__Rhodobacteraceae (UID3340)	95.83	4.22	29.63
A.2.V.60-MM-bin.7	A	2	V	60	MM	k__Bacteria (UID3060)	99.05	1.63	25
A.2.V.60-MM-bin.8	A	2	V	60	MM	o__Rhizobiales (UID3481)	99.44	0.53	37.5
A.2.V.60-MM-bin.9	A	2	V	60	MM	k__Bacteria (UID2570)	98.91	0	0
A.3.C.60-8K-bin.1	A	3	C	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.C.60-8K-bin.10	A	3	C	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.C.60-8K-bin.11	A	3	C	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.C.60-8K-bin.12	A	3	C	60	8K	o__Rhodospirillales (UID3754)	100	0.5	0
A.3.C.60-8K-bin.13	A	3	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.C.60-8K-bin.14	A	3	C	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.C.60-8K-bin.15	A	3	C	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.C.60-8K-bin.16	A	3	C	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.C.60-8K-bin.17	A	3	C	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.C.60-8K-bin.18	A	3	C	60	8K	o__Rhodospirillales (UID3754)	95.02	0	0
A.3.C.60-8K-bin.19	A	3	C	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.C.60-8K-bin.2	A	3	C	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.C.60-8K-bin.20	A	3	C	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.C.60-8K-bin.21	A	3	C	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.C.60-8K-bin.22	A	3	C	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.C.60-8K-bin.23	A	3	C	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.C.60-8K-bin.24	A	3	C	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.C.60-8K-bin.25	A	3	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.C.60-8K-bin.26	A	3	C	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.C.60-8K-bin.27	A	3	C	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.C.60-8K-bin.28	A	3	C	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.C.60-8K-bin.29	A	3	C	60	8K	o__Rhodospirillales (UID3754)	96.52	0.5	0
A.3.C.60-8K-bin.3	A	3	C	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.C.60-8K-bin.30	A	3	C	60	8K	f__Rhodobacteraceae (UID3356)	96.31	0.3	0
A.3.C.60-8K-bin.31	A	3	C	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.C.60-8K-bin.32	A	3	C	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.C.60-8K-bin.33	A	3	C	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.C.60-8K-bin.34	A	3	C	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.C.60-8K-bin.35	A	3	C	60	8K	o__Rhodospirillales (UID3754)	95.02	0	0
A.3.C.60-8K-bin.36	A	3	C	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.C.60-8K-bin.37	A	3	C	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.C.60-8K-bin.38	A	3	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.C.60-8K-bin.39	A	3	C	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.C.60-8K-bin.4	A	3	C	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.C.60-8K-bin.40	A	3	C	60	8K	o__Burkholderiales (UID4000)	96.26	0	0
A.3.C.60-8K-bin.41	A	3	C	60	8K	f__Bacillaceae (UID829)	98.31	0	0
A.3.C.60-8K-bin.42	A	3	C	60	8K	k__Bacteria (UID3060)	97.15	0	0
A.3.C.60-8K-bin.43	A	3	C	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.C.60-8K-bin.44	A	3	C	60	8K	g__Vibrio (UID4878)	98.69	0.03	0
A.3.C.60-8K-bin.45	A	3	C	60	8K	o__Rhodospirillales (UID3754)	95.02	0	0
A.3.C.60-8K-bin.46	A	3	C	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.C.60-8K-bin.47	A	3	C	60	8K	f__Bacillaceae (UID829)	98.31	0	0
A.3.C.60-8K-bin.48	A	3	C	60	8K	o__Rhodospirillales (UID3754)	87.56	1.49	0
A.3.C.60-8K-bin.49	A	3	C	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.C.60-8K-bin.5	A	3	C	60	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.C.60-8K-bin.50	A	3	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.48	25
A.3.C.60-8K-bin.51	A	3	C	60	8K	k__Bacteria (UID2570)	98.91	0	0
A.3.C.60-8K-bin.52	A	3	C	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.C.60-8K-bin.53	A	3	C	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.C.60-8K-bin.54	A	3	C	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.C.60-8K-bin.6	A	3	C	60	8K	k__Bacteria (UID3060)	99.39	0	0
A.3.C.60-8K-bin.7	A	3	C	60	8K	p__Euryarchaeota (UID49)	90.2	0	0
A.3.C.60-8K-bin.8	A	3	C	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.C.60-8K-bin.9	A	3	C	60	8K	o__Rhodospirillales (UID3754)	100	0.5	0
A.3.C.60-DT-bin.1	A	3	C	60	DT	f__Bacillaceae (UID829)	98.92	0.03	0
A.3.C.60-DT-bin.10	A	3	C	60	DT	k__Bacteria (UID2570)	98.34	9.39	5.56
A.3.C.60-DT-bin.11	A	3	C	60	DT	k__Bacteria (UID3060)	98.37	0	0
A.3.C.60-DT-bin.12	A	3	C	60	DT	k__Archaea (UID2)	69.16	14.52	0
A.3.C.60-DT-bin.13	A	3	C	60	DT	p__Euryarchaeota (UID49)	99.35	2.61	0
A.3.C.60-DT-bin.14	A	3	C	60	DT	g__Vibrio (UID4878)	98.69	0.03	0
A.3.C.60-DT-bin.15	A	3	C	60	DT	o__Actinomycetales (UID1814)	99.64	4.5	24.24
A.3.C.60-DT-bin.16	A	3	C	60	DT	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.C.60-DT-bin.17	A	3	C	60	DT	k__Bacteria (UID3060)	99.39	0	0
A.3.C.60-DT-bin.18	A	3	C	60	DT	k__Bacteria (UID2570)	89.56	2.47	0
A.3.C.60-DT-bin.19	A	3	C	60	DT	f__Rhodobacteraceae (UID3361)	99.25	0.83	0
A.3.C.60-DT-bin.2	A	3	C	60	DT	f__Rhodobacteraceae (UID3340)	99.39	0.49	33.33
A.3.C.60-DT-bin.20	A	3	C	60	DT	p__Euryarchaeota (UID49)	97.39	2.61	0
A.3.C.60-DT-bin.21	A	3	C	60	DT	p__Euryarchaeota (UID49)	97.39	0	0
A.3.C.60-DT-bin.22	A	3	C	60	DT	f__Halobacteriaceae (UID96)	97.52	0.38	100
A.3.C.60-DT-bin.23	A	3	C	60	DT	k__Bacteria (UID3060)	98.78	0.91	0
A.3.C.60-DT-bin.24	A	3	C	60	DT	o__Rhodospirillales (UID3754)	99.5	1	0
A.3.C.60-DT-bin.25	A	3	C	60	DT	o__Rhizobiales (UID3481)	99.44	1.75	7.14
A.3.C.60-DT-bin.3	A	3	C	60	DT	f__Rhodobacteraceae (UID3356)	99.24	0.3	0
A.3.C.60-DT-bin.4	A	3	C	60	DT	o__Burkholderiales (UID4000)	99.53	0.47	0
A.3.C.60-DT-bin.5	A	3	C	60	DT	k__Archaea (UID2)	32.69	0.93	0
A.3.C.60-DT-bin.6	A	3	C	60	DT	k__Archaea (UID2)	99.06	7.23	26.67
A.3.C.60-DT-bin.7	A	3	C	60	DT	o__Actinomycetales (UID1815)	89.71	1.08	14.29
A.3.C.60-DT-bin.8	A	3	C	60	DT	k__Bacteria (UID2570)	98.91	0	0
A.3.C.60-DT-bin.9	A	3	C	60	DT	o__Rhodospirillales (UID3754)	99.4	4.08	0
A.3.C.60-MM-bin.1	A	3	C	60	MM	k__Bacteria (UID3060)	98.78	0.51	0
A.3.C.60-MM-bin.10	A	3	C	60	MM	o__Rhodospirillales (UID3754)	97.96	4.48	0
A.3.C.60-MM-bin.11	A	3	C	60	MM	k__Bacteria (UID2570)	100	1.4	0
A.3.C.60-MM-bin.12	A	3	C	60	MM	o__Actinomycetales (UID1815)	74.31	9.85	34.69
A.3.C.60-MM-bin.13	A	3	C	60	MM	f__Rhodobacteraceae (UID3356)	99.24	0.33	0
A.3.C.60-MM-bin.14	A	3	C	60	MM	f__Rhodobacteraceae (UID3361)	99.25	0.83	0
A.3.C.60-MM-bin.15	A	3	C	60	MM	f__Bacillaceae (UID829)	95.57	0.25	16.67
A.3.C.60-MM-bin.16	A	3	C	60	MM	c__Betaproteobacteria (UID3959)	98.03	0.09	100
A.3.C.60-MM-bin.17	A	3	C	60	MM	k__Bacteria (UID2570)	97.81	3.28	0
A.3.C.60-MM-bin.18	A	3	C	60	MM	o__Rhodospirillales (UID3754)	100	0.25	0
A.3.C.60-MM-bin.19	A	3	C	60	MM	o__Rhizobiales (UID3481)	99.44	0.44	0
A.3.C.60-MM-bin.2	A	3	C	60	MM	o__Burkholderiales (UID4000)	100	0	0
A.3.C.60-MM-bin.20	A	3	C	60	MM	o__Flavobacteriales (UID2815)	99.51	0	0
A.3.C.60-MM-bin.21	A	3	C	60	MM	o__Rhodospirillales (UID3754)	97.91	1.99	22.22
A.3.C.60-MM-bin.3	A	3	C	60	MM	o__Actinomycetales (UID1814)	94.55	5.27	31.25
A.3.C.60-MM-bin.4	A	3	C	60	MM	f__Rhodobacteraceae (UID3340)	99.09	0	0
A.3.C.60-MM-bin.5	A	3	C	60	MM	f__Rhodobacteraceae (UID3356)	99.24	0.3	0
A.3.C.60-MM-bin.6	A	3	C	60	MM	f__Rhizobiaceae (UID3563)	95.95	0.94	20
A.3.C.60-MM-bin.7	A	3	C	60	MM	k__Bacteria (UID3060)	98.78	0	0
A.3.C.60-MM-bin.8	A	3	C	60	MM	g__Vibrio (UID4878)	98.76	0.19	66.67
A.3.C.60-MM-bin.9	A	3	C	60	MM	k__Bacteria (UID3060)	99.39	0	0
A.3.N.60-8K-bin.1	A	3	N	60	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.N.60-8K-bin.10	A	3	N	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.N.60-8K-bin.11	A	3	N	60	8K	k__Bacteria (UID3060)	97.97	0	0
A.3.N.60-8K-bin.12	A	3	N	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.N.60-8K-bin.13	A	3	N	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.N.60-8K-bin.14	A	3	N	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.N.60-8K-bin.15	A	3	N	60	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.N.60-8K-bin.16	A	3	N	60	8K	o__Burkholderiales (UID4000)	99.07	0	0
A.3.N.60-8K-bin.17	A	3	N	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.N.60-8K-bin.18	A	3	N	60	8K	p__Euryarchaeota (UID49)	90.2	0	0
A.3.N.60-8K-bin.19	A	3	N	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.N.60-8K-bin.2	A	3	N	60	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.N.60-8K-bin.20	A	3	N	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.N.60-8K-bin.21	A	3	N	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.N.60-8K-bin.22	A	3	N	60	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.N.60-8K-bin.23	A	3	N	60	8K	f__Bacillaceae (UID829)	91.26	0.55	0
A.3.N.60-8K-bin.24	A	3	N	60	8K	f__Bacillaceae (UID829)	91.26	0.55	0
A.3.N.60-8K-bin.25	A	3	N	60	8K	o__Rhodospirillales (UID3754)	88.06	0	0
A.3.N.60-8K-bin.26	A	3	N	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.N.60-8K-bin.27	A	3	N	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.N.60-8K-bin.28	A	3	N	60	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.N.60-8K-bin.29	A	3	N	60	8K	o__Rhodospirillales (UID3754)	88.06	0	0
A.3.N.60-8K-bin.3	A	3	N	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.N.60-8K-bin.30	A	3	N	60	8K	f__Bacillaceae (UID829)	91.26	0.55	0
A.3.N.60-8K-bin.31	A	3	N	60	8K	o__Rhodospirillales (UID3754)	88.06	0	0
A.3.N.60-8K-bin.32	A	3	N	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.N.60-8K-bin.33	A	3	N	60	8K	k__Bacteria (UID3060)	97.56	0	0
A.3.N.60-8K-bin.34	A	3	N	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.N.60-8K-bin.35	A	3	N	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.N.60-8K-bin.36	A	3	N	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.N.60-8K-bin.37	A	3	N	60	8K	o__Rhodospirillales (UID3754)	97.47	0	0
A.3.N.60-8K-bin.38	A	3	N	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.N.60-8K-bin.39	A	3	N	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.N.60-8K-bin.4	A	3	N	60	8K	k__Bacteria (UID3060)	98.78	0.51	0
A.3.N.60-8K-bin.40	A	3	N	60	8K	o__Rhodospirillales (UID3754)	88.06	0	0
A.3.N.60-8K-bin.41	A	3	N	60	8K	p__Euryarchaeota (UID49)	97.39	0	0
A.3.N.60-8K-bin.5	A	3	N	60	8K	o__Burkholderiales (UID4000)	98.13	0	0
A.3.N.60-8K-bin.6	A	3	N	60	8K	f__Bacillaceae (UID829)	91.26	0.55	0
A.3.N.60-8K-bin.7	A	3	N	60	8K	o__Rhodospirillales (UID3754)	99.9	0.5	0
A.3.N.60-8K-bin.8	A	3	N	60	8K	f__Rhodobacteraceae (UID3361)	99.25	0.53	0
A.3.N.60-8K-bin.9	A	3	N	60	8K	f__Bacillaceae (UID829)	98.31	0.03	0
A.3.N.60-DT-bin.1	A	3	N	60	DT	k__Bacteria (UID2570)	99.45	22.8	0
