"Bin.Id"	"Community"	"Abundance_distribution"	"Taxonomic_distribution"	"Depth"	"Pipeline"	"Marker.lineage"	"Completeness"	"Contamination"	"Strain.heterogeneity"
"12381"	"B.3.R.60-8K-bin.20"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"1239"	"B.3.R.60-8K-bin.21"	"B"	3	"R"	60	"8K"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"12401"	"B.3.R.60-8K-bin.22"	"B"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"12411"	"B.3.R.60-8K-bin.23"	"B"	3	"R"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"12421"	"B.3.R.60-8K-bin.24"	"B"	3	"R"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"12431"	"B.3.R.60-8K-bin.25"	"B"	3	"R"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.15	33.33
"12441"	"B.3.R.60-8K-bin.26"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"12451"	"B.3.R.60-8K-bin.27"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"12461"	"B.3.R.60-8K-bin.28"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"12471"	"B.3.R.60-8K-bin.29"	"B"	3	"R"	60	"8K"	"f__Bifidobacteriaceae (UID1458)"	89.12	0	0
"12481"	"B.3.R.60-8K-bin.3"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"12491"	"B.3.R.60-8K-bin.30"	"B"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"12501"	"B.3.R.60-8K-bin.31"	"B"	3	"R"	60	"8K"	"f__Bifidobacteriaceae (UID1458)"	89.12	0	0
"12511"	"B.3.R.60-8K-bin.32"	"B"	3	"R"	60	"8K"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"12521"	"B.3.R.60-8K-bin.33"	"B"	3	"R"	60	"8K"	"f__Vibrionaceae (UID4868)"	91.78	0.59	0
"12531"	"B.3.R.60-8K-bin.34"	"B"	3	"R"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"1254"	"B.3.R.60-8K-bin.35"	"B"	3	"R"	60	"8K"	"f__Bacillaceae (UID829)"	96.64	1.03	0
"12551"	"B.3.R.60-8K-bin.36"	"B"	3	"R"	60	"8K"	"o__Sphingomonadales (UID3310)"	96.73	0.04	50
"12561"	"B.3.R.60-8K-bin.37"	"B"	3	"R"	60	"8K"	"f__Bifidobacteriaceae (UID1458)"	89	0	0
"12571"	"B.3.R.60-8K-bin.38"	"B"	3	"R"	60	"8K"	"o__Actinomycetales (UID1812)"	99.67	0.79	0
"12581"	"B.3.R.60-8K-bin.39"	"B"	3	"R"	60	"8K"	"o__Flavobacteriales (UID2815)"	97.55	0	0
"12591"	"B.3.R.60-8K-bin.4"	"B"	3	"R"	60	"8K"	"f__Micrococcaceae (UID1631)"	99.12	0.29	0
"12601"	"B.3.R.60-8K-bin.40"	"B"	3	"R"	60	"8K"	"f__Micrococcaceae (UID1631)"	99.12	0.29	0
"12611"	"B.3.R.60-8K-bin.41"	"B"	3	"R"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"12621"	"B.3.R.60-8K-bin.42"	"B"	3	"R"	60	"8K"	"f__Vibrionaceae (UID4868)"	91.78	0.59	0
"12631"	"B.3.R.60-8K-bin.43"	"B"	3	"R"	60	"8K"	"o__Actinomycetales (UID1812)"	99.67	0.79	0
"12641"	"B.3.R.60-8K-bin.44"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"12651"	"B.3.R.60-8K-bin.45"	"B"	3	"R"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"12661"	"B.3.R.60-8K-bin.46"	"B"	3	"R"	60	"8K"	"o__Sphingomonadales (UID3310)"	96.73	0.04	50
"12671"	"B.3.R.60-8K-bin.47"	"B"	3	"R"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.15	33.33
"12681"	"B.3.R.60-8K-bin.48"	"B"	3	"R"	60	"8K"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"12691"	"B.3.R.60-8K-bin.49"	"B"	3	"R"	60	"8K"	"f__Vibrionaceae (UID4868)"	91.78	0.65	12.5
"12701"	"B.3.R.60-8K-bin.5"	"B"	3	"R"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.15	33.33
"12711"	"B.3.R.60-8K-bin.50"	"B"	3	"R"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"12721"	"B.3.R.60-8K-bin.51"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"12731"	"B.3.R.60-8K-bin.52"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"12741"	"B.3.R.60-8K-bin.53"	"B"	3	"R"	60	"8K"	"f__Halobacteriaceae (UID85)"	71.93	0	0
"12751"	"B.3.R.60-8K-bin.54"	"B"	3	"R"	60	"8K"	"o__Flavobacteriales (UID2815)"	97.55	0	0
"12761"	"B.3.R.60-8K-bin.55"	"B"	3	"R"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"12771"	"B.3.R.60-8K-bin.56"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"12781"	"B.3.R.60-8K-bin.57"	"B"	3	"R"	60	"8K"	"f__Vibrionaceae (UID4868)"	91.51	0.59	0
"12791"	"B.3.R.60-8K-bin.58"	"B"	3	"R"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"12801"	"B.3.R.60-8K-bin.6"	"B"	3	"R"	60	"8K"	"o__Sphingomonadales (UID3310)"	96.73	0.04	50
"12811"	"B.3.R.60-8K-bin.7"	"B"	3	"R"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"12821"	"B.3.R.60-8K-bin.8"	"B"	3	"R"	60	"8K"	"f__Micrococcaceae (UID1631)"	99.12	0.29	0
"12831"	"B.3.R.60-8K-bin.9"	"B"	3	"R"	60	"8K"	"o__Flavobacteriales (UID2815)"	100	0	0
"12841"	"B.3.R.60-DT-bin.1"	"B"	3	"R"	60	"DT"	"o__Actinomycetales (UID1812)"	99.67	1.29	0
"12851"	"B.3.R.60-DT-bin.10"	"B"	3	"R"	60	"DT"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"12861"	"B.3.R.60-DT-bin.11"	"B"	3	"R"	60	"DT"	"f__Halobacteriaceae (UID85)"	98.25	0.87	0
"12871"	"B.3.R.60-DT-bin.12"	"B"	3	"R"	60	"DT"	"c__Thermoprotei (UID148)"	99.37	0	0
"12881"	"B.3.R.60-DT-bin.13"	"B"	3	"R"	60	"DT"	"k__Bacteria (UID203)"	100	8.78	10
"12891"	"B.3.R.60-DT-bin.14"	"B"	3	"R"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	95.3	0.15	100
"12901"	"B.3.R.60-DT-bin.15"	"B"	3	"R"	60	"DT"	"o__Flavobacteriales (UID2815)"	95.25	1.76	50
"12911"	"B.3.R.60-DT-bin.16"	"B"	3	"R"	60	"DT"	"f__Micrococcaceae (UID1623)"	98.32	1.15	33.33
"12921"	"B.3.R.60-DT-bin.17"	"B"	3	"R"	60	"DT"	"f__Vibrionaceae (UID4868)"	91.51	0.59	0
"12931"	"B.3.R.60-DT-bin.18"	"B"	3	"R"	60	"DT"	"c__Thermoprotei (UID148)"	100	0.63	0
"12941"	"B.3.R.60-DT-bin.19"	"B"	3	"R"	60	"DT"	"o__Campylobacterales (UID3068)"	98.7	1.83	14.29
"12951"	"B.3.R.60-DT-bin.2"	"B"	3	"R"	60	"DT"	"o__Sphingomonadales (UID3310)"	99.46	0.51	20
"12961"	"B.3.R.60-DT-bin.20"	"B"	3	"R"	60	"DT"	"f__Rhodobacteraceae (UID3356)"	97.52	0.35	0
"12971"	"B.3.R.60-DT-bin.21"	"B"	3	"R"	60	"DT"	"c__Thermoprotei (UID148)"	98.73	0	0
"12981"	"B.3.R.60-DT-bin.22"	"B"	3	"R"	60	"DT"	"f__Bacillaceae (UID829)"	98.28	2.13	0
"12991"	"B.3.R.60-DT-bin.23"	"B"	3	"R"	60	"DT"	"o__Actinomycetales (UID1812)"	98.9	1.14	0
"13001"	"B.3.R.60-DT-bin.24"	"B"	3	"R"	60	"DT"	"o__Sphingomonadales (UID3310)"	99.14	1.19	17.65
"13011"	"B.3.R.60-DT-bin.25"	"B"	3	"R"	60	"DT"	"o__Flavobacteriales (UID2815)"	97.55	0	0
"13021"	"B.3.R.60-DT-bin.26"	"B"	3	"R"	60	"DT"	"g__Bacillus (UID864)"	99.59	1.97	9.09
"13031"	"B.3.R.60-DT-bin.27"	"B"	3	"R"	60	"DT"	"o__Actinomycetales (UID1590)"	95	2.06	0
"13041"	"B.3.R.60-DT-bin.28"	"B"	3	"R"	60	"DT"	"o__Campylobacterales (UID3068)"	95.46	0.12	0
"13061"	"B.3.R.60-DT-bin.3"	"B"	3	"R"	60	"DT"	"f__Bifidobacteriaceae (UID1458)"	99.24	0.45	0
"13071"	"B.3.R.60-DT-bin.30"	"B"	3	"R"	60	"DT"	"f__Micrococcaceae (UID1631)"	99.12	0.29	0
"13091"	"B.3.R.60-DT-bin.5"	"B"	3	"R"	60	"DT"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"13101"	"B.3.R.60-DT-bin.6"	"B"	3	"R"	60	"DT"	"f__Halobacteriaceae (UID85)"	99.93	0.58	0
"13111"	"B.3.R.60-DT-bin.7"	"B"	3	"R"	60	"DT"	"f__Rhodobacteraceae (UID3356)"	98.65	0.35	0
"13131"	"B.3.R.60-DT-bin.9"	"B"	3	"R"	60	"DT"	"f__Halobacteriaceae (UID85)"	99.53	0	0
"13141"	"B.3.R.60-MM-bin.1"	"B"	3	"R"	60	"MM"	"f__Micrococcaceae (UID1623)"	98.32	0.88	50
"13151"	"B.3.R.60-MM-bin.10"	"B"	3	"R"	60	"MM"	"o__Actinomycetales (UID1812)"	99.23	0.99	22.22
"13161"	"B.3.R.60-MM-bin.11"	"B"	3	"R"	60	"MM"	"f__Vibrionaceae (UID4868)"	96.95	1.01	0
"13171"	"B.3.R.60-MM-bin.12"	"B"	3	"R"	60	"MM"	"o__Burkholderiales (UID4000)"	97.67	4.36	9.52
"13181"	"B.3.R.60-MM-bin.13"	"B"	3	"R"	60	"MM"	"f__Bifidobacteriaceae (UID1458)"	98.18	3.52	36.84
"13191"	"B.3.R.60-MM-bin.14"	"B"	3	"R"	60	"MM"	"o__Actinomycetales (UID1590)"	95	0	0
"13201"	"B.3.R.60-MM-bin.15"	"B"	3	"R"	60	"MM"	"o__Rhizobiales (UID3481)"	94.79	0.68	40
"13211"	"B.3.R.60-MM-bin.16"	"B"	3	"R"	60	"MM"	"o__Flavobacteriales (UID2815)"	98.04	0	0
"13221"	"B.3.R.60-MM-bin.17"	"B"	3	"R"	60	"MM"	"o__Campylobacterales (UID3068)"	96.23	1.47	0
"13231"	"B.3.R.60-MM-bin.2"	"B"	3	"R"	60	"MM"	"o__Sphingomonadales (UID3310)"	97.43	0.34	0
"13241"	"B.3.R.60-MM-bin.3"	"B"	3	"R"	60	"MM"	"g__Bacillus (UID864)"	91.29	0.06	33.33
"13251"	"B.3.R.60-MM-bin.4"	"B"	3	"R"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	96.26	2.12	40
"13261"	"B.3.R.60-MM-bin.5"	"B"	3	"R"	60	"MM"	"f__Rhodobacteraceae (UID3356)"	98.65	0.35	0
"13271"	"B.3.R.60-MM-bin.6"	"B"	3	"R"	60	"MM"	"o__Campylobacterales (UID3068)"	88.97	1.19	16.67
"13281"	"B.3.R.60-MM-bin.7"	"B"	3	"R"	60	"MM"	"o__Sphingomonadales (UID3310)"	99.48	0.09	0
"13301"	"B.3.R.60-MM-bin.9"	"B"	3	"R"	60	"MM"	"o__Sphingomonadales (UID3310)"	94.09	6.67	28.57
"13311"	"B.3.V.60-8K-bin.1"	"B"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"13321"	"B.3.V.60-8K-bin.10"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"13331"	"B.3.V.60-8K-bin.11"	"B"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	71.82	0	0
"13341"	"B.3.V.60-8K-bin.12"	"B"	3	"V"	60	"8K"	"o__Flavobacteriales (UID2815)"	100	0	0
"13351"	"B.3.V.60-8K-bin.13"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"13361"	"B.3.V.60-8K-bin.14"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"13371"	"B.3.V.60-8K-bin.15"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	99.67	0.79	0
"13381"	"B.3.V.60-8K-bin.16"	"B"	3	"V"	60	"8K"	"o__Flavobacteriales (UID2815)"	100	0	0
"13391"	"B.3.V.60-8K-bin.17"	"B"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	96.11	0.04	0
"13401"	"B.3.V.60-8K-bin.18"	"B"	3	"V"	60	"8K"	"f__Bifidobacteriaceae (UID1458)"	88.94	0	0
"13411"	"B.3.V.60-8K-bin.19"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"13421"	"B.3.V.60-8K-bin.2"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	94.3	0	0
"13431"	"B.3.V.60-8K-bin.20"	"B"	3	"V"	60	"8K"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"13441"	"B.3.V.60-8K-bin.21"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	94.3	0	0
"13451"	"B.3.V.60-8K-bin.22"	"B"	3	"V"	60	"8K"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"13461"	"B.3.V.60-8K-bin.23"	"B"	3	"V"	60	"8K"	"o__Flavobacteriales (UID2815)"	100	0	0
"13471"	"B.3.V.60-8K-bin.24"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"13481"	"B.3.V.60-8K-bin.25"	"B"	3	"V"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"13491"	"B.3.V.60-8K-bin.26"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"13501"	"B.3.V.60-8K-bin.27"	"B"	3	"V"	60	"8K"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"13511"	"B.3.V.60-8K-bin.28"	"B"	3	"V"	60	"8K"	"f__Vibrionaceae (UID4868)"	95.04	0.64	0
"13521"	"B.3.V.60-8K-bin.29"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"13531"	"B.3.V.60-8K-bin.3"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	99.67	0.79	0
"13541"	"B.3.V.60-8K-bin.30"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	99.67	0.79	0
"13551"	"B.3.V.60-8K-bin.31"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"13561"	"B.3.V.60-8K-bin.32"	"B"	3	"V"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.19	50
"13571"	"B.3.V.60-8K-bin.33"	"B"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"13581"	"B.3.V.60-8K-bin.34"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	94.3	0	0
"13591"	"B.3.V.60-8K-bin.35"	"B"	3	"V"	60	"8K"	"f__Bifidobacteriaceae (UID1458)"	88.94	0	0
"13601"	"B.3.V.60-8K-bin.36"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	94.3	0	0
"13611"	"B.3.V.60-8K-bin.37"	"B"	3	"V"	60	"8K"	"f__Vibrionaceae (UID4868)"	95.04	0.64	0
"13621"	"B.3.V.60-8K-bin.38"	"B"	3	"V"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"13631"	"B.3.V.60-8K-bin.39"	"B"	3	"V"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"13641"	"B.3.V.60-8K-bin.4"	"B"	3	"V"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.19	50
"13651"	"B.3.V.60-8K-bin.40"	"B"	3	"V"	60	"8K"	"o__Flavobacteriales (UID2815)"	100	0	0
"13661"	"B.3.V.60-8K-bin.41"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	99.67	0.79	0
"13671"	"B.3.V.60-8K-bin.42"	"B"	3	"V"	60	"8K"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"13681"	"B.3.V.60-8K-bin.43"	"B"	3	"V"	60	"8K"	"f__Vibrionaceae (UID4868)"	94.77	0.64	0
"13691"	"B.3.V.60-8K-bin.44"	"B"	3	"V"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"13701"	"B.3.V.60-8K-bin.45"	"B"	3	"V"	60	"8K"	"f__Bifidobacteriaceae (UID1458)"	88.94	0	0
"13711"	"B.3.V.60-8K-bin.46"	"B"	3	"V"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"13721"	"B.3.V.60-8K-bin.47"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"13731"	"B.3.V.60-8K-bin.48"	"B"	3	"V"	60	"8K"	"f__Vibrionaceae (UID4868)"	95.04	0.64	0
"13741"	"B.3.V.60-8K-bin.49"	"B"	3	"V"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"13751"	"B.3.V.60-8K-bin.5"	"B"	3	"V"	60	"8K"	"f__Bifidobacteriaceae (UID1458)"	88.94	0	0
"13761"	"B.3.V.60-8K-bin.6"	"B"	3	"V"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.19	50
"13771"	"B.3.V.60-8K-bin.7"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"13781"	"B.3.V.60-8K-bin.8"	"B"	3	"V"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"13791"	"B.3.V.60-8K-bin.9"	"B"	3	"V"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.19	50
"13801"	"B.3.V.60-DT-bin.1"	"B"	3	"V"	60	"DT"	"o__Actinomycetales (UID1590)"	95	2.6	0
"13811"	"B.3.V.60-DT-bin.10"	"B"	3	"V"	60	"DT"	"c__Thermoprotei (UID148)"	99.37	0.63	0
"13821"	"B.3.V.60-DT-bin.11"	"B"	3	"V"	60	"DT"	"f__Halobacteriaceae (UID85)"	98.65	3.39	5.26
"13841"	"B.3.V.60-DT-bin.13"	"B"	3	"V"	60	"DT"	"f__Micrococcaceae (UID1623)"	98.32	1.19	50
"13851"	"B.3.V.60-DT-bin.14"	"B"	3	"V"	60	"DT"	"o__Sphingomonadales (UID3310)"	98.68	1.6	37.5
"13861"	"B.3.V.60-DT-bin.15"	"B"	3	"V"	60	"DT"	"f__Bifidobacteriaceae (UID1462)"	91.71	3.86	23.53
"13881"	"B.3.V.60-DT-bin.17"	"B"	3	"V"	60	"DT"	"f__Bifidobacteriaceae (UID1458)"	98.79	0	0
"13891"	"B.3.V.60-DT-bin.18"	"B"	3	"V"	60	"DT"	"o__Rhizobiales (UID3481)"	95.94	3.41	0
"13901"	"B.3.V.60-DT-bin.19"	"B"	3	"V"	60	"DT"	"f__Rhodobacteraceae (UID3356)"	96.11	0.04	0
"13911"	"B.3.V.60-DT-bin.2"	"B"	3	"V"	60	"DT"	"f__Bacillaceae (UID829)"	97.93	3.36	0
"13921"	"B.3.V.60-DT-bin.20"	"B"	3	"V"	60	"DT"	"f__Halobacteriaceae (UID85)"	97.01	0	0
"13931"	"B.3.V.60-DT-bin.21"	"B"	3	"V"	60	"DT"	"c__Thermoprotei (UID148)"	99.37	0	0
"13941"	"B.3.V.60-DT-bin.22"	"B"	3	"V"	60	"DT"	"o__Actinomycetales (UID1812)"	99.67	3.45	2.94
"13951"	"B.3.V.60-DT-bin.23"	"B"	3	"V"	60	"DT"	"f__Rhodobacteraceae (UID3340)"	99.7	0.08	0
"13961"	"B.3.V.60-DT-bin.24"	"B"	3	"V"	60	"DT"	"o__Campylobacterales (UID3068)"	95.28	0.12	0
"13971"	"B.3.V.60-DT-bin.25"	"B"	3	"V"	60	"DT"	"o__Flavobacteriales (UID2815)"	100	0	0
"13981"	"B.3.V.60-DT-bin.3"	"B"	3	"V"	60	"DT"	"o__Campylobacterales (UID3068)"	99.06	1.3	16.67
"13991"	"B.3.V.60-DT-bin.4"	"B"	3	"V"	60	"DT"	"f__Vibrionaceae (UID4868)"	95.04	0.64	0
"1400"	"B.3.V.60-DT-bin.5"	"B"	3	"V"	60	"DT"	"c__Thermoprotei (UID148)"	100	0.63	0
"14011"	"B.3.V.60-DT-bin.6"	"B"	3	"V"	60	"DT"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"14021"	"B.3.V.60-DT-bin.7"	"B"	3	"V"	60	"DT"	"o__Sphingomonadales (UID3310)"	96.65	1.93	12.5
"14031"	"B.3.V.60-DT-bin.8"	"B"	3	"V"	60	"DT"	"o__Campylobacterales (UID3068)"	99.41	0.42	0
"1404"	"B.3.V.60-DT-bin.9"	"B"	3	"V"	60	"DT"	"f__Bifidobacteriaceae (UID1458)"	93.64	1.21	0
"14051"	"B.3.V.60-MM-bin.1"	"B"	3	"V"	60	"MM"	"f__Rhodobacteraceae (UID3356)"	97.87	0.35	0
"14061"	"B.3.V.60-MM-bin.10"	"B"	3	"V"	60	"MM"	"f__Rhodobacteraceae (UID3340)"	98.18	0.38	50
"1407"	"B.3.V.60-MM-bin.11"	"B"	3	"V"	60	"MM"	"o__Sphingomonadales (UID3310)"	93.72	6.64	18.18
"14081"	"B.3.V.60-MM-bin.12"	"B"	3	"V"	60	"MM"	"f__Rhodobacteraceae (UID3356)"	99.39	0.61	0
"14101"	"B.3.V.60-MM-bin.14"	"B"	3	"V"	60	"MM"	"g__Bacillus (UID864)"	98.57	0.02	0
"14111"	"B.3.V.60-MM-bin.15"	"B"	3	"V"	60	"MM"	"f__Vibrionaceae (UID4868)"	96.67	0.87	0
"14131"	"B.3.V.60-MM-bin.17"	"B"	3	"V"	60	"MM"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"1414"	"B.3.V.60-MM-bin.18"	"B"	3	"V"	60	"MM"	"o__Campylobacterales (UID3068)"	86.51	1.18	0
"1415"	"B.3.V.60-MM-bin.19"	"B"	3	"V"	60	"MM"	"f__Bifidobacteriaceae (UID1462)"	98.16	4.64	54.84
"14161"	"B.3.V.60-MM-bin.2"	"B"	3	"V"	60	"MM"	"f__Bacillaceae (UID829)"	94.67	2.13	0
"14171"	"B.3.V.60-MM-bin.20"	"B"	3	"V"	60	"MM"	"o__Rhizobiales (UID3481)"	98.04	0.44	0
"14181"	"B.3.V.60-MM-bin.21"	"B"	3	"V"	60	"MM"	"o__Actinomycetales (UID1590)"	95	0	0
"14191"	"B.3.V.60-MM-bin.22"	"B"	3	"V"	60	"MM"	"f__Micrococcaceae (UID1623)"	98.32	1.72	40
"14201"	"B.3.V.60-MM-bin.23"	"B"	3	"V"	60	"MM"	"f__Bifidobacteriaceae (UID1458)"	95	2.2	40
"14211"	"B.3.V.60-MM-bin.24"	"B"	3	"V"	60	"MM"	"o__Actinomycetales (UID1812)"	99.67	0.79	0
"14221"	"B.3.V.60-MM-bin.25"	"B"	3	"V"	60	"MM"	"o__Campylobacterales (UID3068)"	99.06	0.42	0
"14231"	"B.3.V.60-MM-bin.26"	"B"	3	"V"	60	"MM"	"g__Bacillus (UID864)"	99.38	2.63	33.33
"14261"	"B.3.V.60-MM-bin.5"	"B"	3	"V"	60	"MM"	"f__Rhodobacteraceae (UID3356)"	98.65	0.35	0
"14281"	"B.3.V.60-MM-bin.7"	"B"	3	"V"	60	"MM"	"c__Betaproteobacteria (UID3959)"	96.94	0.06	100
"14291"	"B.3.V.60-MM-bin.8"	"B"	3	"V"	60	"MM"	"f__Bifidobacteriaceae (UID1458)"	98.79	0.06	0
"14301"	"B.3.V.60-MM-bin.9"	"B"	3	"V"	60	"MM"	"o__Flavobacteriales (UID2815)"	97.79	0.02	100
"14311"	"B.4.C.60-8K-bin.1"	"B"	4	"C"	60	"8K"	"o__Campylobacterales (UID3068)"	97.42	1.54	33.33
"14321"	"B.4.C.60-8K-bin.10"	"B"	4	"C"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"14331"	"B.4.C.60-8K-bin.11"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"14341"	"B.4.C.60-8K-bin.12"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"14351"	"B.4.C.60-8K-bin.13"	"B"	4	"C"	60	"8K"	"o__Flavobacteriales (UID2815)"	99.02	0.02	100
"14361"	"B.4.C.60-8K-bin.14"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"14371"	"B.4.C.60-8K-bin.15"	"B"	4	"C"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	93.18	0	0
"14381"	"B.4.C.60-8K-bin.16"	"B"	4	"C"	60	"8K"	"o__Rhizobiales (UID3481)"	98.64	0.44	0
"14391"	"B.4.C.60-8K-bin.17"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"14401"	"B.4.C.60-8K-bin.18"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"14411"	"B.4.C.60-8K-bin.19"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"14421"	"B.4.C.60-8K-bin.2"	"B"	4	"C"	60	"8K"	"f__Rhodobacteraceae (UID3340)"	93.18	0	0
"14431"	"B.4.C.60-8K-bin.20"	"B"	4	"C"	60	"8K"	"f__Vibrionaceae (UID4868)"	99.38	0.64	0
"14441"	"B.4.C.60-8K-bin.21"	"B"	4	"C"	60	"8K"	"o__Actinomycetales (UID1812)"	99.23	0.79	0
"14451"	"B.4.C.60-8K-bin.22"	"B"	4	"C"	60	"8K"	"f__Micrococcaceae (UID1623)"	98.32	1.19	50
"14461"	"B.4.C.60-8K-bin.23"	"B"	4	"C"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"14471"	"B.4.C.60-8K-bin.24"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	99.37	0	0
"14481"	"B.4.C.60-8K-bin.25"	"B"	4	"C"	60	"8K"	"f__Vibrionaceae (UID4868)"	82.68	0.56	0
"14491"	"B.4.C.60-8K-bin.26"	"B"	4	"C"	60	"8K"	"f__Rhodobacteraceae (UID3356)"	93.68	0.04	0
"14501"	"B.4.C.60-8K-bin.27"	"B"	4	"C"	60	"8K"	"c__Thermoprotei (UID148)"	100	0.63	0
"14511"	"B.4.C.60-8K-bin.28"	"B"	4	"C"	60	"8K"	"o__Actinomycetales (UID1812)"	98.9	0.55	0
"14521"	"B.4.C.60-8K-bin.29"	"B"	4	"C"	60	"8K"	"o__Campylobacterales (UID3068)"	97.42	1.54	33.33
